No.,Ticker,Company,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank,Combined_Rank
90,PEG,Public Service Enterprise Group Incorporated,139,10,11,6,19,1,15,5,11,14,17,5,8,5,9,3,31654.23,17.26,2.15,3000.0,260.1,7.25,3.57,4.7,1.37,72.9,1.08,0.52,5.21,2573.38,0.58,Utilities,Utilities - Regulated Electric,USA,13.76,63.81,0.58%,1726904,3.2,2.82,26.27,4.70%,4.30%,1.50%,16.80%,4.10%,0.8,0.7,1.16,,27.40%,20.60%,5/2/2023 8:30:00 AM,497.0,492.03,0.10%,-1.45%,0.31%,2.06,-0.02%,11.42%,-7.45%,4.15%,1.35%,1.45%,2.3,0.67,0.01567152483936687,0.36%,3.79%,4.05%,-8.76%,21.52%,56.51,0.02%,0.57%,239,274,148,470,14,361,103,275,344,417,105,190,115,212,69,3336
91,MA,Mastercard Incorporated,139,1,17,19,10,8,5,15,1,17,15,1,5,5,9,11,363312.87,26.19,68.32,40.56,16.8,18.73,0.6,25.5,2.92,78.5,0.58,3.32,4.11,2580.34,1.1,Financial,Credit Services,USA,38.15,381.92,-0.38%,2044079,1.88,15.92,52.14,18.00%,20.29%,12.20%,159.90%,51.50%,1.2,1.2,2.87,,54.60%,42.30%,4/27/2023 8:30:00 AM,953.0,850.48,10.70%,-2.06%,-0.21%,1.91,-0.71%,21.00%,17.20%,9.83%,1.52%,1.59%,1.9,0.79,0.016521784666945954,1.44%,4.68%,10.23%,-2.07%,37.94%,61.22,-0.67%,0.29%,18,414,459,246,177,103,374,11,421,370,8,117,124,209,274,3325
92,BWA,BorgWarner Inc.,140,18,2,3,6,3,5,11,10,8,3,15,16,13,10,17,10462.45,7.44,1.38,22.84,77.8,18.29,1.54,5.8,0.57,97.3,2.78,-8.33,-8.71,2113.19,1.42,Consumer Cyclical,Auto Parts,USA,10.81,44.11,-1.19%,1643743,0.81,0.65,11.01,3.40%,13.35%,10.00%,13.60%,9.40%,1.6,1.2,0.56,19.30%,8.50%,6.00%,5/4/2023 8:30:00 AM,234.37,232.95,0.10%,-58.86%,-1.20%,3.06,-1.12%,14.45%,22.39%,9.59%,2.32%,2.37%,2.3,0.78,0.028791657220584903,-6.27%,-7.19%,4.70%,-13.75%,41.65%,36.47,-1.76%,0.58%,451,43,68,150,59,110,277,230,183,68,358,384,313,246,411,3351
93,SCHW,The Charles Schwab Corporation,140,4,6,10,4,6,3,10,17,19,9,11,13,20,1,7,86807.32,11.67,3.3,13.82,24.0,26.0,2.04,1.2,14.67,88.5,1.83,-4.95,-39.17,27645.15,0.89,Financial,Capital Markets,USA,13.35,48.94,2.54%,19336832,1.3,3.64,1.77,16.30%,10.27%,20.00%,24.00%,1.70%,,,2.42,88.90%,40.50%,28.90%,4/17/2023 8:30:00 AM,1834.0,1692.35,6.34%,-0.84%,-0.60%,1.12,-0.61%,-37.47%,-24.85%,-41.22%,3.44%,3.86%,2.1,0.7,0.04352268083367389,-3.76%,-11.32%,-31.21%,-43.51%,8.76%,41.64,0.49%,2.03%,91,138,240,95,143,59,229,406,456,226,263,322,494,14,174,3350
94,ETR,Entergy Corporation,140,13,9,5,3,12,15,3,16,16,7,5,10,7,15,4,22479.04,14.9,1.73,10.53,-3.1,7.23,3.99,1.9,2.11,92.7,1.06,-1.86,1.28,1235.85,0.65,Utilities,Utilities - Regulated Electric,USA,19.5,107.14,0.78%,635981,2.95,1.62,11.41,-0.10%,6.60%,4.40%,9.10%,5.30%,0.9,0.7,1.87,87.90%,14.00%,8.20%,4/26/2023 8:30:00 AM,211.35,202.71,0.10%,-6.50%,0.50%,1.74,-0.20%,0.02%,-8.99%,-4.76%,1.52%,1.64%,2.2,0.51,0.01754713459025574,-0.31%,0.76%,-2.51%,-12.51%,12.85%,49.92,0.09%,0.69%,306,211,106,72,297,363,76,382,399,156,102,240,158,360,87,3315
95,IR,Ingersoll Rand Inc.,140,12,13,8,8,8,13,16,12,4,2,8,4,6,9,17,23442.13,19.76,2.53,27.48,16.2,8.78,0.14,4.5,0.29,99.11,1.42,4.06,2.75,2543.1,1.41,Industrials,Specialty Industrial Machinery,USA,36.94,58.25,0.52%,1446767,3.47,3.78,20.94,57.80%,10.63%,20.00%,7.30%,5.60%,2.2,1.5,0.29,39.70%,14.50%,10.70%,5/3/2023 4:30:00 PM,405.0,404.13,0.10%,-26.45%,-8.57%,2.25,-1.55%,12.60%,36.48%,11.48%,2.11%,2.18%,2.2,0.56,0.024377682403433475,2.82%,3.36%,10.10%,-3.54%,48.28%,57.86,-0.12%,0.64%,293,326,187,187,180,315,395,282,87,34,182,99,136,215,403,3321
96,ACN,Accenture plc,140,2,15,15,8,7,13,11,3,1,16,6,11,9,9,14,171946.5,22.04,7.36,26.6,17.0,8.51,1.62,14.7,0.0,75.4,1.24,-2.83,-2.38,2496.12,1.24,Technology,Information Technology Services,Ireland,25.51,277.19,1.81%,2664437,2.83,2.72,27.54,14.50%,9.00%,11.20%,30.80%,31.90%,1.3,1.3,0.0,32.10%,14.70%,11.00%,3/23/2023 8:30:00 AM,630.85,620.4,0.10%,-9.72%,1.24%,3.09,4.34%,4.03%,-1.33%,3.88%,1.57%,1.67%,2.1,1.07,0.018507161152999746,1.19%,2.26%,-0.72%,-14.15%,14.16%,54.91,1.49%,0.32%,37,359,369,182,175,322,270,73,15,400,148,266,213,217,339,3385
97,MET,"MetLife, Inc.",141,8,1,2,1,19,6,3,18,8,16,4,20,20,4,11,39232.87,5.53,1.21,3.38,-62.9,15.65,4.14,0.3,0.56,75.5,1.0,-15.99,-29.66,5805.6,1.07,Financial,Insurance - Life,USA,27.43,50.22,-1.97%,12675001,5.73,0.56,2.13,-8.70%,4.79%,2.30%,5.70%,7.30%,,,0.55,,4.80%,2.50%,5/3/2023 4:30:00 PM,775.4,659.31,0.10%,-12.21%,-0.77%,1.14,-8.12%,-30.99%,-21.68%,-30.61%,2.56%,2.52%,2.1,2.23,0.03365193150139387,-13.72%,-15.16%,-24.94%,-35.08%,-1.11%,23.87,-2.03%,0.06%,195,13,49,10,462,141,67,437,179,397,88,479,482,97,253,3349
98,DVN,Devon Energy Corporation,141,10,2,9,4,2,17,1,1,8,14,13,19,19,2,20,30428.01,7.12,2.79,12.13,118.0,5.87,9.49,25.4,0.61,80.7,2.26,-13.94,-24.17,10565.41,2.37,Energy,Oil & Gas E&P,USA,5.18,47.52,0.55%,5950692,,1.59,34.3,94.00%,-2.94%,24.10%,55.40%,34.90%,1.1,1.0,0.59,56.00%,41.70%,31.10%,5/8/2023 4:30:00 PM,645.0,640.9,0.40%,1.25%,0.48%,1.37,-5.64%,-26.47%,-22.56%,-21.66%,3.09%,2.69%,2.2,0.56,0.03598484848484848,-8.74%,-7.52%,-21.13%,-37.72%,7.93%,36.06,-0.25%,0.80%,248,36,207,82,40,403,3,12,195,336,310,465,464,44,489,3334
99,CVS,CVS Health Corporation,141,4,2,3,2,18,18,5,16,11,14,7,16,19,3,3,88421.57,7.67,1.23,6.59,-47.3,3.65,3.53,1.7,0.82,80.7,1.32,-9.07,-23.51,8326.66,0.61,Healthcare,Healthcare Plans,USA,22.6,68.58,-0.57%,5670244,5.64,0.27,4.99,-8.90%,4.00%,11.80%,5.50%,5.10%,0.9,0.7,0.79,38.70%,2.30%,1.20%,5/3/2023 8:30:00 AM,1283.0,1278.2,0.10%,-8.74%,0.59%,2.03,-2.97%,-31.12%,-30.01%,-26.41%,1.34%,1.75%,2.2,0.68,0.021143190434529016,-5.17%,-8.19%,-24.09%,-36.06%,0.70%,32.78,-0.62%,0.06%,90,47,52,40,443,435,104,388,266,338,163,400,459,57,71,3353
100,CF,"CF Industries Holdings, Inc.",141,17,4,7,2,1,20,9,1,2,3,20,19,19,8,9,13094.43,8.86,2.39,4.98,286.3,-18.98,2.4,22.6,0.0,97.0,21.38,-13.64,-26.48,2828.96,1.0,Basic Materials,Agricultural Inputs,USA,4.45,66.53,-0.97%,1975226,,1.27,4.64,98.50%,,22.10%,61.90%,52.80%,4.5,4.0,0.54,48.70%,44.10%,29.30%,5/1/2023 4:30:00 PM,196.2,19.41,0.20%,0.00%,-2.40%,1.47,-4.47%,-36.43%,-30.40%,-21.91%,4.24%,3.57%,2.4,0.69,0.04073350368254922,-7.82%,-10.26%,-27.28%,-44.37%,4.26%,31.53,-1.00%,0.03%,414,78,172,27,10,495,202,21,34,76,503,463,473,198,224,3390
101,LEN,Lennar Corporation,141,9,5,3,17,9,15,12,18,3,3,16,1,3,10,17,36557.44,10.54,1.33,3000.0,10.3,7.49,1.32,0.0,0.21,98.2,3.03,9.04,11.12,2088.8,1.43,Consumer Cyclical,Residential Construction,USA,7.0,113.23,-0.68%,1798653,0.3,1.08,8.62,36.00%,23.70%,21.60%,,15.30%,,,0.17,21.30%,,,3/14/2023 4:30:00 PM,286.07,247.15,1.70%,-0.17%,1.93%,3.59,-0.19%,44.19%,58.81%,25.12%,1.75%,1.85%,2.3,0.86,0.019341164002472842,1.46%,7.14%,23.66%,-2.54%,81.05%,60.5,-0.62%,-0.05%,211,107,63,416,217,354,301,449,74,52,379,23,60,248,412,3366
102,DOW,Dow Inc.,141,9,5,5,3,16,2,2,11,10,19,7,16,15,5,16,37020.83,10.94,1.84,8.39,-25.1,49.94,5.35,4.8,0.76,65.6,1.32,-8.1,-12.55,4741.44,1.33,Basic Materials,Chemicals,USA,13.07,52.31,-0.06%,3260208,,0.69,11.15,39.60%,-2.06%,5.40%,14.90%,11.60%,1.8,1.2,0.73,12.90%,6.90%,5.40%,4/25/2023 8:30:00 AM,708.2,702.78,0.10%,0.06%,-4.55%,1.95,-3.86%,9.71%,-21.68%,3.81%,1.84%,1.96%,2.8,0.68,0.0227489963678073,-3.83%,-3.45%,-0.13%,-25.67%,21.91%,38.91,-0.46%,0.40%,209,122,118,58,385,30,35,273,250,460,162,382,360,115,381,3340
103,KMI,"Kinder Morgan, Inc.",141,9,8,3,10,4,14,1,13,12,19,11,14,13,2,8,37428.38,14.07,1.23,38.19,43.7,7.96,6.73,3.7,1.02,63.0,1.93,-5.46,-8.5,12332.48,0.92,Energy,Oil & Gas Midstream,USA,14.87,16.8,0.60%,9109771,,1.99,89.97,32.40%,-6.40%,7.00%,8.30%,5.40%,0.6,0.4,0.95,40.00%,22.50%,13.50%,4/19/2023 4:30:00 PM,2247.0,1963.99,0.10%,-0.79%,-0.08%,3.08,-1.41%,-4.44%,-9.29%,-7.08%,1.48%,1.70%,2.8,0.74,0.018452380952380953,-2.21%,-2.22%,-5.85%,-16.83%,6.50%,41.94,0.00%,0.60%,206,193,56,237,99,338,16,307,298,468,273,329,309,41,183,3353
104,KLAC,KLA Corporation,141,6,13,18,6,3,20,12,1,2,7,7,5,9,16,16,53034.24,18.83,19.89,21.36,63.9,-17.26,1.34,26.4,0.0,91.6,1.39,3.36,-2.2,1024.85,1.36,Technology,Semiconductor Equipment & Materials,USA,15.78,386.97,0.11%,686736,3.01,4.99,18.35,30.10%,5.25%,21.50%,159.60%,43.30%,2.3,1.5,2.2,61.90%,38.90%,33.00%,4/26/2023 4:30:00 PM,137.87,136.84,0.30%,-13.95%,-4.62%,1.86,0.34%,14.65%,24.18%,2.64%,1.91%,2.40%,2.1,0.67,0.027624880481691084,2.94%,2.06%,5.18%,-9.89%,54.66%,54.78,-0.27%,0.38%,139,309,439,140,69,492,294,8,41,175,175,114,211,393,393,3392
105,SPGI,S&P Global Inc.,141,3,17,10,13,15,6,14,12,4,7,1,5,8,14,12,115581.71,24.87,3.18,66.2,-18.5,15.24,1.0,4.5,0.32,91.7,0.69,3.3,-1.24,1278.43,1.11,Financial,Financial Data & Stock Exchanges,USA,42.3,359.34,-0.26%,750010,3.33,9.67,,9.90%,12.70%,13.00%,7.50%,7.90%,0.9,0.9,0.3,65.70%,35.20%,23.50%,4/27/2023 8:30:00 AM,321.3,318.68,0.10%,-8.35%,-3.64%,1.71,1.45%,14.40%,10.29%,7.28%,1.38%,1.72%,1.7,0.58,0.018673122947626204,1.80%,4.33%,3.67%,-9.21%,28.65%,58.0,-0.38%,0.12%,67,403,233,323,366,147,335,286,97,172,23,118,198,348,280,3396
106,WFC,Wells Fargo & Company,142,2,2,1,1,17,19,5,18,12,17,3,14,18,1,12,143822.89,7.7,0.88,4.81,-36.4,0.91,3.2,0.7,0.92,74.6,0.94,-5.47,-21.09,25551.89,1.12,Financial,Banks - Diversified,USA,10.71,37.49,-2.19%,17658640,1.89,2.28,0.38,-2.70%,5.68%,-1.70%,8.70%,13.10%,,,0.92,,72.10%,21.20%,4/14/2023 8:30:00 AM,3785.6,3752.0,0.09%,-0.96%,1.27%,1.38,-1.19%,-18.45%,-11.93%,-9.20%,2.80%,2.69%,2.0,0.69,0.03227527340624166,-5.67%,-5.28%,-13.26%,-23.24%,6.35%,39.96,-2.52%,0.34%,51,48,19,26,426,455,125,429,286,407,75,330,448,17,289,3431
107,BK,The Bank of New York Mellon Corporation,142,10,2,1,1,16,14,4,18,12,11,1,19,19,4,10,32101.93,7.74,0.9,2.94,-30.1,7.7,3.69,0.6,0.92,85.5,0.68,-13.1,-21.89,5654.91,1.06,Financial,Asset Management,USA,12.7,40.15,-1.30%,5724166,1.65,3.12,0.18,-0.90%,7.70%,10.20%,7.20%,4.00%,,,0.92,,37.60%,25.00%,4/18/2023 8:30:00 AM,803.34,787.08,0.10%,-2.08%,-0.02%,0.95,-2.48%,-4.63%,-5.37%,-11.80%,2.19%,2.46%,2.2,1.01,0.027148194271481945,-5.85%,-9.77%,-10.10%,-23.17%,10.85%,32.89,-2.19%,0.91%,237,50,23,6,402,346,93,431,287,269,21,456,455,99,248,3423
108,WRB,W. R. Berkley Corporation,142,15,5,7,2,2,4,15,14,5,18,10,14,15,12,4,15354.55,10.52,2.33,7.25,102.8,19.82,0.68,3.2,0.41,71.0,1.73,-5.97,-13.59,1760.47,0.62,Financial,Insurance - Property & Casualty,USA,15.14,58.92,0.07%,1163632,1.68,1.38,12.36,32.40%,9.00%,7.80%,16.30%,15.30%,,,0.41,,13.00%,9.70%,4/20/2023 4:30:00 PM,274.98,202.26,5.70%,0.00%,1.03%,1.98,0.46%,-19.40%,-10.32%,-18.25%,1.42%,2.22%,2.0,0.66,0.022063815342837745,-0.86%,-4.05%,-12.15%,-22.94%,5.13%,43.31,-0.72%,0.80%,377,106,169,47,46,95,368,333,120,432,246,340,375,295,77,3426
109,MCHP,Microchip Technology Incorporated,142,8,6,15,5,1,18,9,4,1,6,17,15,14,5,18,40071.45,11.38,6.42,15.83,251.9,2.72,2.08,12.8,0.0,93.3,3.51,-7.89,-10.64,4669.27,1.56,Technology,Semiconductors,USA,19.94,73.81,0.90%,2907513,1.45,4.98,138.7,44.30%,13.80%,14.90%,34.10%,11.30%,1.8,1.0,1.04,67.10%,34.70%,25.70%,5/4/2023 4:30:00 PM,549.2,538.57,2.09%,-0.20%,-2.53%,4.05,-1.82%,10.99%,14.33%,5.07%,2.47%,2.82%,2.1,0.62,0.03251591925213385,-2.77%,-6.71%,1.04%,-15.90%,35.85%,41.61,-0.24%,1.15%,192,130,353,105,15,442,226,91,26,145,413,377,340,119,449,3423
110,NVR,"NVR, Inc.",142,14,8,13,3,4,18,17,1,4,11,14,4,2,20,9,18981.06,13.49,4.9,10.21,53.4,3.18,0.0,29.3,0.24,86.0,2.62,4.35,14.65,22.79,0.99,Consumer Cyclical,Residential Construction,USA,12.24,5822.41,-0.26%,16044,5.1,1.82,6.78,28.30%,2.40%,10.80%,49.00%,39.90%,,,0.24,26.80%,20.70%,15.80%,4/25/2023 8:30:00 AM,3.24,3.0,0.30%,-77.72%,-2.13%,3.45,-0.51%,42.99%,41.63%,26.23%,1.71%,2.03%,2.6,0.7,0.01982512396069669,-0.12%,4.29%,21.83%,-2.75%,62.82%,56.16,-0.47%,0.21%,333,180,308,69,83,440,412,3,77,258,347,89,36,503,217,3355
111,AMAT,"Applied Materials, Inc.",142,4,11,15,9,8,19,13,1,6,14,6,6,7,4,19,97577.12,17.09,7.31,30.47,16.1,-3.88,1.1,24.3,0.43,79.9,1.24,2.31,1.15,6190.79,1.6,Technology,Semiconductor Equipment & Materials,USA,15.56,116.09,0.55%,3838686,1.2,3.72,24.11,18.00%,12.98%,11.90%,52.40%,38.00%,2.3,1.5,0.41,46.40%,29.60%,24.60%,5/18/2023 4:30:00 PM,845.0,834.77,0.35%,-1.24%,0.75%,1.68,0.03%,23.00%,11.71%,19.21%,1.81%,2.27%,2.2,0.62,0.024980618485657677,2.70%,-0.31%,10.89%,-7.59%,63.23%,54.36,-0.53%,1.08%,81,268,367,203,181,476,325,15,129,350,147,149,161,89,460,3401
112,AZO,"AutoZone, Inc.",142,6,13,19,5,6,8,18,3,20,4,9,4,3,20,4,49941.8,18.62,1000.0,20.01,23.1,13.65,0.0,15.9,100.0,96.6,1.54,4.22,8.57,142.29,0.68,Consumer Cyclical,Specialty Retail,USA,22.34,2729.06,0.51%,110245,2.54,2.96,165.75,21.60%,8.80%,8.30%,-64.70%,90.60%,0.8,0.1,,51.40%,19.40%,14.30%,5/23/2023 8:30:00 AM,18.7,18.39,0.10%,-77.21%,-2.99%,1.99,1.39%,10.72%,41.33%,10.66%,1.30%,1.30%,2.1,0.77,0.013627402842004206,1.73%,7.31%,13.69%,-0.76%,60.22%,66.08,0.29%,0.22%,146,304,476,126,147,187,446,60,479,84,208,94,76,501,99,3433
113,AAPL,Apple Inc.,142,1,17,19,9,9,12,15,1,16,19,2,4,2,1,15,2732861.78,26.38,43.8,33.1,8.9,9.6,0.56,27.6,1.76,60.1,0.79,4.23,14.28,59161.88,1.29,Technology,Consumer Electronics,USA,29.32,172.57,-0.68%,45533136,3.66,7.1,48.91,21.60%,8.02%,11.50%,165.70%,58.30%,0.9,0.9,1.56,43.20%,29.20%,24.50%,5/4/2023 4:30:00 PM,15787.15,15712.4,0.07%,-4.52%,-0.46%,2.11,-0.58%,27.95%,17.80%,32.82%,1.32%,1.44%,2.0,0.77,0.017210407370921946,2.58%,6.63%,13.71%,-2.03%,38.98%,62.26,-0.60%,-0.07%,1,415,454,212,224,293,377,6,382,474,44,93,38,6,361,3380
114,CPRT,"Copart, Inc.",142,8,18,15,11,8,11,19,2,2,13,7,2,1,11,14,38404.07,31.07,7.48,48.49,16.0,10.21,0.0,19.4,0.0,82.6,1.34,6.61,20.49,2042.24,1.23,Consumer Cyclical,Auto & Truck Dealerships,USA,36.44,81.81,1.53%,2162090,1.63,10.45,,22.10%,22.30%,19.30%,22.70%,23.90%,5.4,5.3,0.0,43.90%,37.00%,29.50%,5/16/2023 4:30:00 PM,476.38,427.93,9.50%,-0.07%,-0.10%,2.81,3.70%,46.96%,52.96%,34.36%,1.30%,1.24%,1.8,1.06,0.013079085686346413,4.25%,9.53%,26.02%,1.48%,60.08%,76.41,1.54%,-0.01%,198,445,372,274,185,271,467,33,30,313,166,47,17,256,335,3409
115,RMD,ResMed Inc.,142,9,18,16,16,3,9,15,3,5,18,1,5,3,19,2,34693.43,31.74,8.72,208.62,63.6,12.92,0.75,14.6,0.4,67.4,0.7,3.07,9.56,555.35,0.48,Healthcare,Medical Instruments & Supplies,USA,39.85,233.5,-1.11%,374907,3.87,8.64,152.23,17.10%,10.30%,11.60%,23.90%,19.80%,3.1,1.7,0.4,56.30%,27.70%,21.50%,4/27/2023 4:30:00 PM,146.91,144.57,0.70%,-9.07%,-0.38%,1.83,0.80%,10.16%,21.96%,12.19%,1.39%,1.78%,2.2,0.67,0.018501070663811563,1.55%,5.61%,5.09%,-5.71%,23.28%,57.07,-1.08%,-0.03%,223,450,383,394,70,206,360,76,117,452,25,124,68,458,38,3444
116,AFL,Aflac Incorporated,143,8,5,6,5,11,17,8,13,5,19,9,9,11,9,8,40284.13,10.86,2.04,17.14,3.1,4.41,2.54,3.3,0.37,60.6,1.55,-0.29,-5.39,2459.6,0.94,Financial,Insurance - Life,USA,9.56,66.11,-0.84%,1688651,8.46,2.11,10.58,14.50%,1.13%,-2.10%,19.30%,16.10%,,,0.37,,25.60%,22.90%,4/26/2023 4:30:00 PM,611.21,563.18,0.10%,-24.63%,-0.89%,3.55,-2.19%,-2.09%,16.23%,-8.10%,1.71%,2.05%,2.9,0.68,0.021479352594161245,-1.68%,0.83%,0.52%,-10.68%,26.96%,45.9,-1.03%,0.19%,191,117,140,116,261,425,183,325,112,473,210,203,256,219,197,3428
117,AEP,"American Electric Power Company, Inc.",143,7,10,6,5,13,16,4,15,16,16,6,11,7,9,2,46681.52,16.32,1.98,17.72,-9.4,6.46,3.62,2.2,1.8,75.7,1.19,-2.46,1.23,2771.12,0.46,Utilities,Utilities - Regulated Electric,USA,23.73,91.66,1.08%,3314668,4.44,2.37,86.75,3.30%,5.35%,4.90%,8.30%,5.40%,0.6,0.5,1.52,63.00%,16.20%,10.10%,5/4/2023 8:30:00 AM,514.18,513.7,0.03%,-33.84%,0.34%,2.21,-0.49%,4.37%,-8.14%,-3.46%,1.39%,1.52%,2.5,1.2,0.01778311149901811,-0.87%,0.41%,-2.10%,-13.20%,14.15%,48.39,0.26%,0.82%,165,242,132,121,321,385,99,368,383,395,127,254,159,206,31,3388
118,ED,"Consolidated Edison, Inc.",143,10,13,5,4,7,15,5,15,13,18,14,7,4,12,1,34293.6,19.04,1.71,12.33,21.1,7.42,3.26,2.5,1.15,68.2,2.48,1.47,7.75,1851.18,0.37,Utilities,Utilities - Regulated Electric,USA,21.32,99.52,0.57%,1624590,3.48,2.19,26.75,2.60%,6.12%,5.40%,8.10%,4.80%,1.1,1.1,0.97,76.20%,16.80%,10.60%,5/4/2023 4:30:00 PM,354.8,345.92,0.10%,0.50%,0.87%,4.64,0.03%,13.52%,5.56%,4.42%,1.38%,1.43%,3.3,0.88,0.01557475884244373,0.79%,3.40%,5.36%,-2.63%,27.43%,57.58,0.07%,0.50%,229,312,102,84,157,357,121,363,318,445,336,162,86,282,16,3370
119,APH,Amphenol Corporation,143,7,16,14,9,6,10,13,4,8,4,5,13,11,9,14,44720.55,23.42,6.12,30.42,22.1,10.93,1.12,12.6,0.62,96.8,1.07,-4.51,-5.96,2574.37,1.24,Technology,Electronic Components,USA,24.29,75.1,-0.03%,3302493,3.25,3.54,29.84,13.10%,7.47%,12.50%,28.00%,17.60%,2.6,1.8,0.62,32.00%,20.50%,15.20%,4/26/2023 8:30:00 AM,595.1,591.63,0.58%,-24.67%,0.04%,2.45,-0.81%,0.83%,9.84%,-1.37%,1.56%,1.70%,2.3,1.29,0.017842876165113184,-1.22%,-3.04%,-2.05%,-9.37%,21.78%,42.48,-0.54%,0.52%,172,383,346,202,151,250,322,94,200,80,104,314,266,211,341,3436
120,PEP,"PepsiCo, Inc.",143,1,16,18,20,8,13,7,8,17,17,3,3,3,6,3,269117.82,24.69,15.85,3000.0,15.4,8.47,2.58,7.1,2.45,74.0,0.87,6.37,11.31,4139.2,0.54,Consumer Defensive,Beverages - Non-Alcoholic,USA,40.77,196.12,0.40%,2740969,5.22,3.06,51.71,4.90%,7.80%,6.30%,36.70%,16.90%,0.9,0.6,2.2,53.50%,9.70%,7.50%,4/25/2023 8:30:00 AM,1378.0,1375.65,0.10%,-6.27%,-0.02%,2.88,0.95%,9.84%,14.92%,8.56%,1.04%,1.00%,2.4,0.66,0.010503773200081582,3.40%,7.36%,10.57%,0.28%,26.65%,80.5,0.40%,0.00%,23,402,428,488,189,324,176,196,408,410,58,55,59,139,55,3410
121,INVH,Invitation Homes Inc.,143,13,20,6,13,5,15,6,15,10,1,15,3,5,8,8,20823.64,46.4,2.04,64.15,38.9,6.85,3.06,2.2,0.76,105.27,2.89,5.59,4.1,3134.68,0.91,Real Estate,REIT - Residential,USA,50.76,34.01,-0.06%,2999134,3.89,9.07,64.01,34.40%,13.04%,16.20%,4.00%,3.40%,,,0.76,60.70%,28.00%,17.90%,5/1/2023 4:30:00 PM,611.59,610.08,0.31%,0.00%,3.20%,5.63,-1.10%,14.09%,-5.08%,14.74%,1.46%,1.94%,2.4,0.96,0.019406057042046457,1.99%,6.77%,2.75%,-15.40%,19.25%,61.38,-0.21%,0.15%,321,484,141,321,110,377,136,370,249,7,369,65,125,179,179,3433
122,VTRS,Viatris Inc.,144,18,1,1,2,1,19,2,13,12,16,11,15,18,2,13,11222.67,3.22,0.53,6.18,262.6,-2.37,5.17,3.8,0.9,77.1,1.79,-6.45,-21.62,9629.08,1.17,Healthcare,Drug Manufacturers - Specialty & Generic,USA,5.94,9.28,-0.85%,7601361,,0.71,19.1,2.10%,-1.10%,6.40%,9.40%,2.20%,1.6,1.0,0.86,43.20%,8.10%,12.10%,5/8/2023 8:30:00 AM,1202.5,1193.8,0.28%,-0.71%,2.09%,2.22,0.00%,-14.31%,-10.68%,-16.62%,4.20%,2.64%,2.6,0.79,0.030172413793103453,-2.03%,-4.37%,-10.45%,-25.16%,10.21%,43.27,-1.07%,0.21%,442,2,4,38,12,469,39,303,283,381,253,353,451,48,311,3389
123,PNC,"The PNC Financial Services Group, Inc.",144,7,3,1,1,9,19,2,17,8,12,11,16,20,6,12,44979.01,8.29,0.91,4.74,9.1,-3.1,5.38,1.1,0.59,84.9,1.81,-8.1,-29.97,4344.57,1.11,Financial,Banks - Regional,USA,7.65,111.58,-0.99%,2212350,0.7,2.47,1.13,11.80%,10.96%,7.40%,12.60%,15.40%,,,0.59,,70.80%,32.70%,4/14/2023 8:30:00 AM,401.0,396.99,0.10%,0.23%,-3.56%,1.66,-3.96%,-28.27%,-30.19%,-29.35%,2.57%,3.28%,2.5,0.5,0.03719304534862879,-8.17%,-11.90%,-26.43%,-36.77%,0.32%,32.52,-1.86%,0.89%,170,63,25,25,222,472,31,412,189,281,260,381,484,130,279,3424
